date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:16	243/243	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:16%20GMT	http://3dui.org/sites/default/files/3dui2017/BestTechnote.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/BestTechnote.JPG	(from http://3dui.org/2017/awards.htm)
13:06:16	124933/124933	---M--	200	added ('OK')	image/jpeg	etag:%22594a354f-1e805%22	http://3dui.org/2017/sites/default/files/3dui2017/BestTechnote.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/BestTechnote.jpg	(from http://3dui.org/2017/awards.htm)
13:06:16	248/248	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:17%20GMT	http://3dui.org/sites/default/files/3dui2017/HonorableTechnote.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/HonorableTechnote.JPG	(from http://3dui.org/2017/awards.htm)
13:06:16	204/204	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:17%20GMT	http://3dui.org/node/1	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/1	(from http://3dui.org/2017/program.htm)
13:06:16	134944/134944	---M--	200	added ('OK')	image/jpeg	etag:%22594a3551-20f20%22	http://3dui.org/2017/sites/default/files/3dui2017/HonorableTechnote.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/HonorableTechnote.jpg	(from http://3dui.org/2017/awards.htm)
13:06:17	26328/26328	---M--	200	added ('OK')	text/html	etag:%22594a353e-66d8%22	http://3dui.org/2017/keynote.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/keynote.html	(from http://3dui.org/2017/program.htm)
13:06:17	30902/30902	---M--	200	added ('OK')	text/html	etag:%22594a353e-78b6%22	http://3dui.org/2017/posters.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/posters.html	(from http://3dui.org/2017/program.htm)
13:06:17	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:18%20GMT	http://3dui.org/contest	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/contest	(from http://3dui.org/2017/contest.htm)
13:06:17	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:18%20GMT	http://3dui.org/node/31	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/31	(from http://3dui.org/2017/contest.htm)
13:06:18	32509/32509	---M--	200	added ('OK')	text/html	etag:%22594a353d-7efd%22	http://3dui.org/2017/contestants.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/contestants.html	(from http://3dui.org/2017/contest.htm)
13:06:18	32225/32225	---M--	200	added ('OK')	text/html	etag:%22594a353d-7de1%22	http://3dui.org/2017/formatting.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/formatting.html	(from http://3dui.org/2017/contest.htm)
13:06:18	198282/198282	---M--	200	added ('OK')	application/pdf	etag:%22594a3552-3068a%22	http://3dui.org/2017/sites/default/files/3dui2017/MockUp.pdf	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/MockUp.pdf	(from http://3dui.org/2017/contest.htm)
13:06:18	208/208	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:19%20GMT	http://3dui.org/cfp-papers	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/cfp-papers	(from http://3dui.org/2017/cfp-papers.htm)
13:06:19	204/204	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:19%20GMT	http://3dui.org/node/5	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/5	(from http://3dui.org/2017/cfp-papers.htm)
13:06:19	29794/29794	---M--	200	added ('OK')	text/html	etag:%22594a3540-7462%22	http://3dui.org/2017/cfp-posters.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/cfp-posters.html	(from http://3dui.org/2017/cfp-papers.htm)
13:06:19	24745/24745	---M--	200	added ('OK')	text/html	etag:%22594a353d-60a9%22	http://3dui.org/2017/double-submission.htm	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/double-submission.html	(from http://3dui.org/2017/cfp-papers.htm)
13:06:20	204/204	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:20%20GMT	http://3dui.org/node/4	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/4	(from http://3dui.org/2017/conference_committee.htm)
13:06:20	208/208	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:20%20GMT	http://3dui.org/presenters	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/presenters	(from http://3dui.org/2017/presenters.htm)
13:06:20	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:21%20GMT	http://3dui.org/node/62	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/62	(from http://3dui.org/2017/presenters.htm)
13:06:21	109187/109187	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22594a354e-1aa83%22	http://3dui.org/2017/sites/default/files/3dui2017/3DUI2017-Template.pptx	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/3DUI2017-Template.pptx	(from http://3dui.org/2017/presenters.htm)
13:06:21	210/210	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:21%20GMT	http://3dui.org/posterAwards	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/posterAwards	(from http://3dui.org/2017/posterAwards.htm)
13:06:21	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:21%20GMT	http://3dui.org/node/60	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/60	(from http://3dui.org/2017/posterAwards.htm)
13:06:21	128341/128341	---M--	200	added ('OK')	image/jpeg	etag:%22594a354f-1f555%22	http://3dui.org/2017/sites/default/files/3dui2017/BestPoster.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/BestPoster.jpg	(from http://3dui.org/2017/posterAwards.htm)
13:06:21	241/241	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:22%20GMT	http://3dui.org/sites/default/files/3dui2017/BestPoster.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/BestPoster.JPG	(from http://3dui.org/2017/posterAwards.htm)
13:06:22	246/246	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:22%20GMT	http://3dui.org/sites/default/files/3dui2017/HonorablePoster.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/HonorablePoster.JPG	(from http://3dui.org/2017/posterAwards.htm)
13:06:22	133488/133488	---M--	200	added ('OK')	image/jpeg	etag:%22594a3550-20970%22	http://3dui.org/2017/sites/default/files/3dui2017/HonorablePoster.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/HonorablePoster.jpg	(from http://3dui.org/2017/posterAwards.htm)
13:06:22	212/212	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:23%20GMT	http://3dui.org/contest_awards	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/contest_awards	(from http://3dui.org/2017/contest_awards.htm)
13:06:22	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:23%20GMT	http://3dui.org/node/50	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/50	(from http://3dui.org/2017/contest_awards.htm)
13:06:23	151746/151746	---M--	200	added ('OK')	image/jpeg	etag:%22594a354e-250c2%22	http://3dui.org/2017/sites/default/files/3dui2017/BestContest.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/BestContest.jpg	(from http://3dui.org/2017/contest_awards.htm)
13:06:23	242/242	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:23%20GMT	http://3dui.org/sites/default/files/3dui2017/BestContest.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/BestContest.JPG	(from http://3dui.org/2017/contest_awards.htm)
13:06:23	135702/135702	---M--	200	added ('OK')	image/jpeg	etag:%22594a3550-21216%22	http://3dui.org/2017/sites/default/files/3dui2017/HonorableContest.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/HonorableContest.jpg	(from http://3dui.org/2017/contest_awards.htm)
13:06:23	247/247	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:24%20GMT	http://3dui.org/sites/default/files/3dui2017/HonorableContest.JPG	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/sites/default/files/3dui2017/HonorableContest.JPG	(from http://3dui.org/2017/contest_awards.htm)
13:06:24	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:24%20GMT	http://3dui.org/keynote	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/keynote	(from http://3dui.org/2017/keynote.htm)
13:06:24	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:24%20GMT	http://3dui.org/node/13	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/13	(from http://3dui.org/2017/keynote.htm)
13:06:24	40680/40680	---M--	200	added ('OK')	image/jpeg	etag:%22594a3552-9ee8%22	http://3dui.org/2017/sites/default/files/3dui2017/rekimotoport.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/rekimotoport.jpg	(from http://3dui.org/2017/keynote.htm)
13:06:24	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:25%20GMT	http://3dui.org/posters	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/posters	(from http://3dui.org/2017/posters.htm)
13:06:25	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:25%20GMT	http://3dui.org/node/42	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/42	(from http://3dui.org/2017/posters.htm)
13:06:25	504/504	---M--	200	added ('OK')	image/png	etag:%221f8-55274941a7880%22	http://3dui.org/2017/sites/default/files/3dui2017/static_qr_code_without_logo.jpg.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/2017/sites/default/files/3dui2017/static_qr_code_without_logo.jpg.png	(from http://3dui.org/2017/posters.htm)
13:06:25	209/209	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:26%20GMT	http://3dui.org/contestants	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/contestants	(from http://3dui.org/2017/contestants.htm)
13:06:25	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:26%20GMT	http://3dui.org/node/43	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/43	(from http://3dui.org/2017/contestants.htm)
13:06:26	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:26%20GMT	http://3dui.org/www.youtube.com/embed/sFQjRKZByHE-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/sFQjRKZByHE-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:26	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:26%20GMT	http://3dui.org/www.youtube.com/embed/UmY102jyqrc-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/UmY102jyqrc-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:26	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:27%20GMT	http://3dui.org/www.youtube.com/embed/HiOUlQpPGh8-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/HiOUlQpPGh8-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:26	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:27%20GMT	http://3dui.org/www.youtube.com/embed/z1GvxDiG6_0-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/z1GvxDiG6_0-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:26	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:27%20GMT	http://3dui.org/www.youtube.com/embed/t11O74ZDmq4-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/t11O74ZDmq4-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:27	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:27%20GMT	http://3dui.org/www.youtube.com/embed/lXSAkIIv9e0-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/lXSAkIIv9e0-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:27	271/271	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:28%20GMT	http://3dui.org/www.youtube.com/embed/ji_QHwcV3l4-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/www.youtube.com/embed/ji_QHwcV3l4-list=PL5d4WtkvirVAh5vgM6RmQid4FvSk-uV0Y	(from http://3dui.org/2017/contestants.htm)
13:06:27	208/208	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:28%20GMT	http://3dui.org/formatting	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/formatting	(from http://3dui.org/2017/formatting.htm)
13:06:27	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:28%20GMT	http://3dui.org/node/61	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/61	(from http://3dui.org/2017/formatting.htm)
13:06:28	209/209	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:28%20GMT	http://3dui.org/cfp-posters	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/cfp-posters	(from http://3dui.org/2017/cfp-posters.htm)
13:06:28	204/204	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:29%20GMT	http://3dui.org/node/6	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/6	(from http://3dui.org/2017/cfp-posters.htm)
13:06:28	215/215	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:29%20GMT	http://3dui.org/double-submission	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/double-submission	(from http://3dui.org/2017/double-submission.htm)
13:06:29	205/205	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20May%202020%2017:06:29%20GMT	http://3dui.org/node/32	C:/Users/vel/Desktop/VR_Backups/2016temp3/3dui2017/3dui.org/node/32	(from http://3dui.org/2017/double-submission.htm)
